attribute,global_step,grad_norm
complexity,70,0.35546875
complexity,80,0.328125
complexity,90,0.38476562
complexity,100,0.34765625
complexity,110,0.35742188
complexity,120,0.359375
complexity,130,0.3203125
complexity,140,0.38671875
complexity,150,0.38085938
complexity,160,0.32617188
complexity,170,0.38671875
complexity,180,0.32226562
complexity,190,0.31445312
complexity,200,0.2578125
complexity,210,0.359375
complexity,220,0.34765625
complexity,230,0.38085938
complexity,240,0.27929688
complexity,250,0.28125
complexity,251,0.3984375
complexity,260,0.28125
complexity,270,0.31054688
complexity,280,0.296875
complexity,290,0.359375
complexity,300,0.34375
complexity,310,0.36914062
complexity,320,0.41210938
complexity,330,0.3984375
complexity,340,0.38867188
complexity,350,0.375
complexity,360,0.359375
complexity,370,0.35546875
complexity,380,0.29101562
complexity,390,0.40234375
complexity,400,0.3828125
complexity,410,0.40429688
complexity,420,0.34570312
complexity,430,0.45117188
complexity,440,0.46484375
complexity,450,0.43554688
complexity,460,0.38085938
complexity,470,0.43359375
complexity,480,0.34179688
complexity,490,0.3046875
complexity,500,0.41015625
complexity,502,0.60546875
complexity,510,0.47460938
complexity,520,0.54296875
complexity,530,0.36132812
complexity,540,0.36523438
complexity,550,0.36132812
complexity,560,0.359375
complexity,570,0.48242188
complexity,580,0.4140625
complexity,590,0.41210938
complexity,600,0.47070312
complexity,610,0.43554688
complexity,620,0.43164062
complexity,630,0.46875
complexity,640,0.46289062
complexity,650,0.5625
complexity,660,0.3828125
complexity,670,0.5
complexity,680,0.421875
complexity,690,0.5078125
complexity,700,0.5625
complexity,710,0.3984375
complexity,720,0.48242188
complexity,730,0.48242188
complexity,740,0.453125
complexity,750,0.50390625
complexity,753,0.6015625
verbosity,10,0.23144531
verbosity,20,0.2890625
verbosity,30,0.32617188
verbosity,40,0.30664062
verbosity,50,0.3515625
verbosity,60,0.31640625
verbosity,70,0.3203125
verbosity,80,0.30078125
verbosity,90,0.2890625
verbosity,100,0.30859375
verbosity,110,0.31445312
verbosity,120,0.28515625
verbosity,130,0.28320312
verbosity,140,0.32226562
verbosity,150,0.34375
verbosity,160,0.23925781
verbosity,170,0.2734375
verbosity,180,0.32226562
verbosity,190,0.31640625
verbosity,200,0.37304688
verbosity,210,0.28125
verbosity,220,0.29296875
verbosity,230,0.3203125
verbosity,240,0.24804688
verbosity,250,0.44335938
verbosity,251,0.38867188
verbosity,260,0.3125
verbosity,270,0.35351562
verbosity,280,0.2734375
verbosity,290,0.32421875
verbosity,300,0.41796875
verbosity,310,0.28710938
verbosity,320,0.33007812
verbosity,330,0.36132812
verbosity,340,0.34179688
verbosity,350,0.3125
verbosity,360,0.39648438
verbosity,370,0.34179688
verbosity,380,0.33984375
verbosity,390,0.33007812
verbosity,400,0.37109375
verbosity,410,0.35351562
verbosity,420,0.28320312
verbosity,430,0.39453125
verbosity,440,0.46484375
verbosity,450,0.38867188
verbosity,460,0.31640625
verbosity,470,0.29101562
verbosity,480,0.35351562
verbosity,490,0.390625
verbosity,500,0.38867188
verbosity,502,0.390625
verbosity,510,0.31054688
verbosity,520,0.3359375
verbosity,530,0.29296875
verbosity,540,0.3203125
verbosity,550,0.37890625
verbosity,560,0.36914062
verbosity,570,0.37695312
verbosity,580,0.36132812
verbosity,590,0.32617188
verbosity,600,0.28515625
verbosity,610,0.31640625
verbosity,620,0.38867188
verbosity,630,0.41015625
verbosity,640,0.45507812
verbosity,650,0.375
verbosity,660,0.359375
verbosity,670,0.37890625
verbosity,680,0.38671875
verbosity,690,0.40429688
verbosity,700,0.390625
verbosity,710,0.48046875
verbosity,720,0.46289062
verbosity,730,0.34570312
verbosity,740,0.36523438
verbosity,750,0.52734375
verbosity,753,0.44335938
