attribute,global_step,train_loss
helpfulness,753,0.79905423
correctness,10,0.88553882
correctness,20,0.81138289
correctness,30,1.06481302
correctness,40,0.8928315
correctness,50,0.97045445
correctness,60,0.82769018
correctness,70,0.84388179
correctness,80,0.75087935
correctness,90,1.15727258
correctness,100,1.05127573
correctness,110,0.7681033
correctness,120,0.81328833
correctness,130,0.93761784
correctness,140,0.85274529
correctness,150,0.85963219
correctness,160,0.84284002
correctness,170,1.12030518
correctness,180,0.8040269
correctness,190,1.29751897
correctness,200,0.78244722
correctness,210,1.03958452
correctness,220,0.75135863
correctness,230,0.81168437
correctness,240,0.85941976
correctness,250,0.76156682
correctness,251,0.895468
correctness,260,0.98643357
correctness,270,0.64403564
correctness,280,0.88006872
correctness,290,0.89960492
correctness,300,0.79506254
correctness,310,1.075418
correctness,320,0.89789456
correctness,330,0.76118702
correctness,340,0.80453467
correctness,350,0.86926281
correctness,360,0.90619695
correctness,370,0.83908677
correctness,380,0.73685831
correctness,390,0.81425554
correctness,400,0.6048376
correctness,410,0.62795025
correctness,420,1.03191769
correctness,430,0.70705003
correctness,440,0.77986312
correctness,450,0.79388505
correctness,460,0.77818274
correctness,470,0.88492209
correctness,480,0.82378066
correctness,490,1.14017689
correctness,500,0.79649055
correctness,502,0.84407427
correctness,510,0.58804989
correctness,520,0.77869397
correctness,530,0.66295904
correctness,540,1.01081753
correctness,550,0.86860502
correctness,560,0.95234454
correctness,570,1.14649987
correctness,580,0.77762401
correctness,590,0.77514231
correctness,600,0.71342975
correctness,610,0.76518375
correctness,620,0.76772314
correctness,630,0.66783744
correctness,640,1.02002263
correctness,650,1.15268755
correctness,660,0.83714128
correctness,670,0.81003773
correctness,680,0.84679365
correctness,690,0.74750203
correctness,700,0.77898204
correctness,710,0.64244002
correctness,720,0.73470277
correctness,730,0.69653982
correctness,740,0.7841422
correctness,750,0.92147744
correctness,753,0.81498913
coherence,10,0.88064462
coherence,20,0.90464413
coherence,30,0.97644293
coherence,40,0.88309556
coherence,50,1.00639307
coherence,60,0.95484912
coherence,70,0.89211041
coherence,80,0.67753774
coherence,90,0.73725539
coherence,100,0.89950603
coherence,110,0.65107667
coherence,120,0.76600683
coherence,130,0.90077621
coherence,140,0.94373739
coherence,150,0.80794179
coherence,160,1.07993603
coherence,170,0.86332524
coherence,180,0.71434897
coherence,190,0.79550791
coherence,200,1.19465518
coherence,210,1.09703231
coherence,220,0.88757712
coherence,230,0.75325131
coherence,240,0.71006423
coherence,250,0.91502887
coherence,251,0.87417721
coherence,260,0.99594605
coherence,270,0.79696304
coherence,280,0.93238282
coherence,290,0.96669251
coherence,300,0.70809764
coherence,310,0.76674956
coherence,320,0.95572001
coherence,330,0.76159936
coherence,340,0.7812435
coherence,350,0.92992175
coherence,360,0.65498704
coherence,370,0.78399765
coherence,380,0.68736225
coherence,390,0.88903314
coherence,400,0.66629106
coherence,410,0.72713274
coherence,420,0.86620176
coherence,430,0.70000631
coherence,440,1.24287713
coherence,450,0.79270262
coherence,460,0.76811278
coherence,470,0.86485457
coherence,480,0.80675322
coherence,490,0.87455392
coherence,500,0.75598902
coherence,502,0.82378214
coherence,510,0.8105396
coherence,520,0.78327268
coherence,530,0.60062563
coherence,540,0.57323503
coherence,550,0.75702989
coherence,560,0.8101424
coherence,570,0.70448428
coherence,580,0.81386173
coherence,590,0.75649089
coherence,600,0.89362329
coherence,610,1.09189844
coherence,620,0.7596873
coherence,630,0.86511564
coherence,640,0.71460009
coherence,650,0.92568517
coherence,660,0.70592165
coherence,670,0.79845643
coherence,680,0.85045952
coherence,690,1.00932777
coherence,700,0.72079027
coherence,710,0.77522856
coherence,720,0.63916516
coherence,730,0.89794844
coherence,740,0.78149903
coherence,750,1.15911579
coherence,753,0.79294226
complexity,10,0.85811561
complexity,20,0.93394959
complexity,30,0.8915208
complexity,40,0.80485308
complexity,50,0.85559624
complexity,60,0.90466833
complexity,70,0.83573931
complexity,80,0.77473521
complexity,90,0.95870566
complexity,100,0.9202866
complexity,110,0.84037405
complexity,120,0.81814235
complexity,130,0.73924381
complexity,140,0.7304253
complexity,150,0.85241234
complexity,160,0.7412039
complexity,170,0.77626449
complexity,180,0.79607159
complexity,190,0.62513554
complexity,200,0.60418963
complexity,210,0.71222413
complexity,220,0.82418394
complexity,230,0.77599257
complexity,240,1.06104505
complexity,250,0.76578969
complexity,251,0.81474045
complexity,260,0.73735923
complexity,270,0.85951811
complexity,280,0.62397557
complexity,290,0.72929531
complexity,300,0.6971944
complexity,310,1.03661036
complexity,320,0.72233796
complexity,330,0.66296208
complexity,340,0.80643386
complexity,350,0.73695642
complexity,360,0.8405357
complexity,370,0.57460314
complexity,380,0.67391753
complexity,390,0.95758533
complexity,400,0.74548024
complexity,410,0.81951338
complexity,420,1.3846339
complexity,430,0.6946525
complexity,440,0.82661813
complexity,450,0.78466529
complexity,460,0.70252764
complexity,470,0.7902326
complexity,480,0.702398
complexity,490,0.60504413
complexity,500,0.94844389
complexity,502,0.76531346
complexity,510,0.72601044
complexity,520,0.82710928
complexity,530,0.61472106
complexity,540,0.68906701
complexity,550,0.61115175
complexity,560,0.65740991
complexity,570,0.71218669
complexity,580,0.89696318
complexity,590,0.66782135
complexity,600,0.69650155
complexity,610,0.81138128
complexity,620,0.96048689
complexity,630,0.83545202
complexity,640,0.7426787
complexity,650,0.92170095
complexity,660,0.52122611
complexity,670,0.74437624
complexity,680,0.70396596
complexity,690,0.70843518
complexity,700,0.77066541
complexity,710,0.73795605
complexity,720,0.77545112
complexity,730,0.77242184
complexity,740,0.85704118
complexity,750,0.67897516
complexity,753,0.73933365
verbosity,10,0.67766148
verbosity,20,0.69795948
verbosity,30,0.82950956
verbosity,40,1.11083686
verbosity,50,0.87618744
verbosity,60,0.75991726
verbosity,70,0.95083338
verbosity,80,0.93668467
verbosity,90,0.87073076
verbosity,100,0.74353939
verbosity,110,0.91020221
verbosity,120,0.78031886
verbosity,130,0.91831297
verbosity,140,0.79098362
verbosity,150,0.76252764
verbosity,160,0.78127319
verbosity,170,0.78390998
verbosity,180,0.75103122
verbosity,190,0.71052247
verbosity,200,0.78545266
verbosity,210,0.84980839
verbosity,220,0.72132772
verbosity,230,0.81810397
verbosity,240,0.69559056
verbosity,250,0.97383946
verbosity,251,0.78704863
verbosity,260,0.77970159
verbosity,270,0.92100716
verbosity,280,0.65094227
verbosity,290,0.77486819
verbosity,300,1.06463981
verbosity,310,0.64353657
verbosity,320,0.73865372
verbosity,330,0.76919538
verbosity,340,0.76268834
verbosity,350,0.64619082
verbosity,360,0.69066942
verbosity,370,0.82951528
verbosity,380,0.68181974
verbosity,390,0.74427915
verbosity,400,0.68147075
verbosity,410,0.85759914
verbosity,420,0.67599195
verbosity,430,0.78783804
verbosity,440,0.79500711
verbosity,450,0.7664873
verbosity,460,0.61201096
verbosity,470,0.77885622
verbosity,480,0.73096478
verbosity,490,0.81720132
verbosity,500,0.66627598
verbosity,502,0.74784353
verbosity,510,0.6775713
verbosity,520,1.00160563
verbosity,530,0.68570364
verbosity,540,0.68479842
verbosity,550,0.69125956
verbosity,560,0.67093885
verbosity,570,0.94806337
verbosity,580,0.86650187
verbosity,590,0.82701987
verbosity,600,0.53010243
verbosity,610,0.61743802
verbosity,620,1.19639039
verbosity,630,0.82985282
verbosity,640,0.7945981
verbosity,650,0.76442707
verbosity,660,0.80215412
verbosity,670,0.6295191
verbosity,680,0.57073694
verbosity,690,0.69741875
verbosity,700,0.60388666
verbosity,710,0.77471608
verbosity,720,0.88565224
verbosity,730,0.87458402
verbosity,740,0.75951248
verbosity,750,0.84501326
verbosity,753,0.7207444
