preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,score_helpfulness,score_correctness,score_coherence,score_complexity,score_verbosity,min_relationship_score,lambda_sum,lambda_min,lambda_max,l1_distance_to_p,l2_distance_to_p,validation_passed
balanced,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,True
balanced,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,True
quality_focused,direct_preference,baseline,default,{},0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,uniform,baseline,default,{},0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.4000000000,0.2000000000,True
quality_focused,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1385638150,0.1876904826,0.1687035879,0.2431652872,0.2618768272,0.7903798121,0.8054671592,0.7973658441,0.7749195996,0.7780484886,0.7749195996,1.0000000000,0.1385638150,0.2618768272,0.5100842288,0.2570933611,True
quality_focused,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1324800039,0.3006756519,0.2156036358,0.1548397005,0.1964010078,0.8171250032,0.8489293547,0.8340013716,0.7447653062,0.7532039988,0.7447653062,1.0000000000,0.1324800039,0.3006756519,0.2024814166,0.0953068608,True
quality_focused,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1470895783,0.3434306002,0.2451134056,0.1076870509,0.1566793651,0.8343580961,0.8709478721,0.8541197986,0.7283833494,0.7384602297,0.7283833494,1.0000000000,0.1076870509,0.3434306002,0.0287328319,0.0133869728,True
quality_focused,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.2544399540,0.0453333067,0.2245225147,0.2143083981,0.2613958265,0.8079043502,0.7938842591,0.8040136086,0.7650345368,0.7769875370,0.7650345368,1.0000000000,0.0453333067,0.2613958265,0.6602883571,0.3603526610,True
quality_focused,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1615278835,0.3146920508,0.2472759012,0.1128891611,0.1636150035,0.8337149554,0.8651126201,0.8512223041,0.7301762239,0.7409528429,0.7301762239,1.0000000000,0.1128891611,0.3146920508,0.0760640961,0.0416948784,True
quality_focused,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1511653370,0.3464116339,0.2497256791,0.1013060950,0.1513912550,0.8369066665,0.8735710856,0.8567918597,0.7261563483,0.7364986546,0.7261563483,1.0000000000,0.1013060950,0.3464116339,0.0077253741,0.0042368748,True
quality_focused,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1095228193,0.2982052214,0.1340417469,0.2221391160,0.2360910964,0.7971807471,0.8276709742,0.8042442287,0.7679885878,0.7684387487,0.7679885878,1.0000000000,0.1095228193,0.2982052214,0.4164604249,0.2002424986,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1152482440,0.3249734634,0.2029225004,0.1638521952,0.1930035969,0.8144918856,0.8508063918,0.8322239935,0.7476079965,0.7524468394,0.7476079965,1.0000000000,0.1152482440,0.3249734634,0.2137115842,0.0998835082,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.0971011958,0.3816549132,0.1431514529,0.1801849803,0.1979074579,0.8106269773,0.8532454430,0.8220096635,0.7535845213,0.7542503259,0.7535845213,1.0000000000,0.0971011958,0.3816549132,0.3194947027,0.1547310073,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1310443212,0.3464096863,0.2228157915,0.1314658363,0.1682643648,0.8265532146,0.8644511231,0.8452163549,0.7364403780,0.7431280598,0.7364403780,1.0000000000,0.1310443212,0.3464096863,0.0994604022,0.0493444544,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1022168753,0.4743869622,0.1723857621,0.1147004103,0.1363099901,0.8344237085,0.8890800993,0.8506259140,0.7307759004,0.7316087923,0.7307759004,1.0000000000,0.1022168753,0.4743869622,0.2781747450,0.1555083012,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1439482754,0.3663486934,0.2398118280,0.1038344111,0.1460567921,0.8369882629,0.8765117665,0.8565479096,0.7268722233,0.7348263673,0.7268722233,1.0000000000,0.1038344111,0.3663486934,0.0403662088,0.0209273407,True
quality_focused,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
detailed_answer,direct_preference,baseline,default,{},0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,uniform,baseline,default,{},0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.2000000000,0.1000000000,True
detailed_answer,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1606280829,0.1183931199,0.1747776635,0.2714406087,0.2747605250,0.7850378191,0.7892612145,0.7886229109,0.7839566952,0.7836246580,0.7836246580,1.0000000000,0.1183931199,0.2747605250,0.1136584331,0.0531121509,True
detailed_answer,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1496532307,0.1405665847,0.1913900508,0.2587104952,0.2596796385,0.7883643371,0.7974509835,0.7966274835,0.7793072074,0.7783377762,0.7783377762,1.0000000000,0.1405665847,0.2596796385,0.0367802674,0.0182430514,True
detailed_answer,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1497942834,0.1487519762,0.1988422021,0.2512445065,0.2513670318,0.7911118168,0.8015348893,0.8006326298,0.7766095894,0.7753843305,0.7753843305,1.0000000000,0.1487519762,0.2513670318,0.0052230765,0.0025214977,True
detailed_answer,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.2115406674,0.2092598206,0.1997609405,0.1890361773,0.1904023941,0.8222716413,0.8324070814,0.8224373443,0.7550142141,0.7528299146,0.7528299146,1.0000000000,0.1890361773,0.2115406674,0.2416009760,0.1206958969,True
detailed_answer,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1568292819,0.1565908063,0.2008038205,0.2428450582,0.2429310330,0.7951256131,0.8057201137,0.8038898513,0.7736674974,0.7722915458,0.7722915458,1.0000000000,0.1565908063,0.2429310330,0.0284478175,0.0138523440,True
detailed_answer,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1506908138,0.1506669539,0.2000907567,0.2492717521,0.2492797235,0.7919508723,0.8025552260,0.8015452349,0.7759071978,0.7746317635,0.7746317635,1.0000000000,0.1506669539,0.2492797235,0.0028970488,0.0014069226,True
detailed_answer,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1380901885,0.2299886817,0.1504687990,0.2378223103,0.2436300206,0.7956294354,0.8150637775,0.7999944812,0.7728120472,0.7717814619,0.7717814619,1.0000000000,0.1380901885,0.2436300206,0.1599773634,0.0958240338,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1509886273,0.1686665674,0.1909850971,0.2441067281,0.2452529801,0.7941068755,0.8064252918,0.8023483110,0.7742778079,0.7730015014,0.7730015014,1.0000000000,0.1509886273,0.2452529801,0.0393103894,0.0220896231,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1314820697,0.2916983875,0.1572666273,0.2075460060,0.2120069095,0.8064123929,0.8345029781,0.8135214701,0.7622546376,0.7602455875,0.7602455875,1.0000000000,0.1314820697,0.2916983875,0.2833967750,0.1596662282,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1540746405,0.1794045802,0.1994735862,0.2336093630,0.2334378303,0.7984297011,0.8120785974,0.8076360233,0.7704960060,0.7687887764,0.7687887764,1.0000000000,0.1540746405,0.2336093630,0.0669584413,0.0377421196,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1375875774,0.3621633406,0.1789932405,0.1601279941,0.1611278474,0.8251488948,0.8620959468,0.8354178521,0.7454886189,0.7418521597,0.7418521597,1.0000000000,0.1375875774,0.3621633406,0.4243266813,0.2481609805,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1572173499,0.1875824705,0.2061266647,0.2250932834,0.2239802315,0.8019995720,0.8165720007,0.8118426540,0.7674338140,0.7654095830,0.7654095830,1.0000000000,0.1572173499,0.2250932834,0.1018529701,0.0529097451,True
detailed_answer,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
helpfulness_focused,direct_preference,baseline,default,{},0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
