preference_name,method,method_family,hyperparameter_id,hyperparameters_json,p_helpfulness,p_correctness,p_coherence,p_complexity,p_verbosity,lambda_helpfulness,lambda_correctness,lambda_coherence,lambda_complexity,lambda_verbosity,score_helpfulness,score_correctness,score_coherence,score_complexity,score_verbosity,min_relationship_score,lambda_sum,lambda_min,lambda_max,l1_distance_to_p,l2_distance_to_p,validation_passed
balanced,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,True
balanced,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.0000000000,0.0000000000,True
quality_focused,direct_preference,baseline,default,{},0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,uniform,baseline,default,{},0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.4000000000,0.2000000000,True
quality_focused,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1385638228,0.1876904819,0.1687035842,0.2431652919,0.2618768192,0.7903798139,0.8054671598,0.7973658439,0.7749196007,0.7780484863,0.7749196007,1.0000000000,0.1385638228,0.2618768192,0.5100842222,0.2570933615,True
quality_focused,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1324800041,0.3006756514,0.2156036350,0.1548397007,0.1964010088,0.8171250030,0.8489293544,0.8340013713,0.7447653063,0.7532039992,0.7447653063,1.0000000000,0.1324800041,0.3006756514,0.2024814189,0.0953068619,True
quality_focused,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1470895781,0.3434306001,0.2451134058,0.1076870510,0.1566793649,0.8343580961,0.8709478721,0.8541197987,0.7283833495,0.7384602296,0.7283833495,1.0000000000,0.1076870510,0.3434306001,0.0287328319,0.0133869729,True
quality_focused,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.2544399583,0.0453333021,0.2245225131,0.2143083984,0.2613958281,0.8079043504,0.7938842581,0.8040136078,0.7650345370,0.7769875375,0.7650345370,1.0000000000,0.0453333021,0.2613958281,0.6602883697,0.3603526669,True
quality_focused,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1615278834,0.3146920509,0.2472759010,0.1128891611,0.1636150035,0.8337149554,0.8651126201,0.8512223040,0.7301762239,0.7409528429,0.7301762239,1.0000000000,0.1128891611,0.3146920509,0.0760640962,0.0416948783,True
quality_focused,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1511653370,0.3464116339,0.2497256791,0.1013060949,0.1513912550,0.8369066665,0.8735710856,0.8567918597,0.7261563483,0.7364986546,0.7261563483,1.0000000000,0.1013060949,0.3464116339,0.0077253741,0.0042368749,True
quality_focused,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.6608699437,0.3417509119,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1095227863,0.2982051697,0.1340418375,0.2221391139,0.2360910925,0.7971807406,0.8276709698,0.8042442418,0.7679885860,0.7684387482,0.7679885860,1.0000000000,0.1095227863,0.2982051697,0.4164604129,0.2002424632,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1152482645,0.3249734564,0.2029224816,0.1638521960,0.1930036016,0.8144918878,0.8508063897,0.8322239893,0.7476079970,0.7524468408,0.7476079970,1.0000000000,0.1152482645,0.3249734564,0.2137115952,0.0998835143,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.0971012943,0.3816548921,0.1431513598,0.1801849835,0.1979074702,0.8106269901,0.8532454365,0.8220096450,0.7535845236,0.7542503291,0.7535845236,1.0000000000,0.0971012943,0.3816548921,0.3194946917,0.1547310391,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1310443179,0.3464096674,0.2228158102,0.1314658330,0.1682643715,0.8265532127,0.8644511203,0.8452163566,0.7364403770,0.7431280620,0.7364403770,1.0000000000,0.1310443179,0.3464096674,0.0994604090,0.0493444471,True
quality_focused,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1022169346,0.4743869241,0.1723857438,0.1147004086,0.1363099890,0.8344237171,0.8890800950,0.8506259095,0.7307758999,0.7316087916,0.7307758999,1.0000000000,0.1022169346,0.4743869241,0.2781746652,0.1555082615,True
quality_focused,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1439483090,0.3663486540,0.2398118307,0.1038344169,0.1460567894,0.8369882664,0.8765117612,0.8565479076,0.7268722248,0.7348263668,0.7268722248,1.0000000000,0.1038344169,0.3663486540,0.0403661417,0.0209273005,True
quality_focused,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
quality_focused,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.1500000000,0.3500000000,0.2500000000,0.1000000000,0.1500000000,0.8372695580,0.8745288095,0.8574220375,0.7257025985,0.7359922620,0.7257025985,1.0000000000,0.1000000000,0.3500000000,0.0000000000,0.0000000000,True
detailed_answer,direct_preference,baseline,default,{},0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,uniform,baseline,default,{},0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.2000000000,0.8169080360,0.8273677340,0.8188973300,0.7587740300,0.7564427020,0.7564427020,1.0000000000,0.2000000000,0.2000000000,0.2000000000,0.1000000000,True
detailed_answer,M1,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1606280824,0.1183931135,0.1747776677,0.2714406123,0.2747605241,0.7850378184,0.7892612133,0.7886229109,0.7839566962,0.7836246579,0.7836246579,1.0000000000,0.1183931135,0.2747605241,0.1136584376,0.0531121536,True
detailed_answer,M1,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1496532307,0.1405665847,0.1913900517,0.2587104941,0.2596796388,0.7883643372,0.7974509837,0.7966274838,0.7793072071,0.7783377763,0.7783377763,1.0000000000,0.1405665847,0.2596796388,0.0367802658,0.0182430507,True
detailed_answer,M1,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1497942834,0.1487519763,0.1988422021,0.2512445063,0.2513670319,0.7911118168,0.8015348893,0.8006326298,0.7766095894,0.7753843306,0.7753843306,1.0000000000,0.1487519763,0.2513670319,0.0052230765,0.0025214977,True
detailed_answer,M2,MGDA-inspired,rho_0p1,"{""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.2115406711,0.2092598184,0.1997609397,0.1890361760,0.1904023948,0.8222716419,0.8324070813,0.8224373442,0.7550142137,0.7528299148,0.7528299148,1.0000000000,0.1890361760,0.2115406711,0.2416009790,0.1206958980,True
detailed_answer,M2,MGDA-inspired,rho_1,"{""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1568292818,0.1565908065,0.2008038205,0.2428450582,0.2429310330,0.7951256131,0.8057201137,0.8038898514,0.7736674974,0.7722915458,0.7722915458,1.0000000000,0.1565908065,0.2429310330,0.0284478176,0.0138523440,True
detailed_answer,M2,MGDA-inspired,rho_10,"{""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1506908138,0.1506669539,0.2000907567,0.2492717521,0.2492797235,0.7919508723,0.8025552260,0.8015452349,0.7759071978,0.7746317635,0.7746317635,1.0000000000,0.1506669539,0.2492797235,0.0028970488,0.0014069226,True
detailed_answer,C1,CAGrad-inspired,c_0p25__eps_1em08,"{""c"": 0.25, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C1,CAGrad-inspired,c_0p5__eps_1em08,"{""c"": 0.5, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C1,CAGrad-inspired,c_1__eps_1em08,"{""c"": 1.0, ""eps"": 1e-08}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1752780379,0.1012164927,0.1683485355,0.2753175769,0.2798393570,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,0.7853757308,1.0000000000,0.1012164927,0.2798393570,0.1608699437,0.0745116898,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p05,"{""rho"": 0.1, ""tau"": 0.05}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1380902486,0.2299886249,0.1504687937,0.2378222966,0.2436300362,0.7956294425,0.8150637699,0.7999944774,0.7728120435,0.7717814661,0.7717814661,1.0000000000,0.1380902486,0.2436300362,0.1599772499,0.0958239824,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p05,"{""rho"": 1.0, ""tau"": 0.05}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1509886124,0.1686665982,0.1909850769,0.2441067319,0.2452529807,0.7941068736,0.8064252946,0.8023483085,0.7742778094,0.7730015016,0.7730015016,1.0000000000,0.1509886124,0.2452529807,0.0393104211,0.0220896556,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p1,"{""rho"": 0.1, ""tau"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1314820607,0.2916984022,0.1572666400,0.2075459693,0.2120069279,0.8064123946,0.8345029832,0.8135214759,0.7622546269,0.7602455917,0.7602455917,1.0000000000,0.1314820607,0.2916984022,0.2833968043,0.1596662443,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p1,"{""rho"": 1.0, ""tau"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1540746292,0.1794045946,0.1994735816,0.2336093642,0.2334378304,0.7984296997,0.8120785989,0.8076360231,0.7704960064,0.7687887765,0.7687887765,1.0000000000,0.1540746292,0.2336093642,0.0669584476,0.0377421291,True
detailed_answer,C2,CAGrad-inspired,rho_0p1__tau_0p2,"{""rho"": 0.1, ""tau"": 0.2}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1375875814,0.3621633189,0.1789932566,0.1601279912,0.1611278519,0.8251488944,0.8620959439,0.8354178535,0.7454886180,0.7418521611,0.7418521611,1.0000000000,0.1375875814,0.3621633189,0.4243266378,0.2481609598,True
detailed_answer,C2,CAGrad-inspired,rho_1__tau_0p2,"{""rho"": 1.0, ""tau"": 0.2}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1572173547,0.1875824710,0.2061266636,0.2250932758,0.2239802349,0.8019995734,0.8165720015,0.8118426545,0.7674338118,0.7654095837,0.7654095837,1.0000000000,0.1572173547,0.2250932758,0.1018529787,0.0529097480,True
detailed_answer,P1,PCGrad-inspired,beta_0p5,"{""beta"": 0.5}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P1,PCGrad-inspired,beta_1,"{""beta"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P1,PCGrad-inspired,beta_2,"{""beta"": 2.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_0p1,"{""eps"": 1e-08, ""rho"": 0.1}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_1,"{""eps"": 1e-08, ""rho"": 1.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
detailed_answer,P2,PCGrad-inspired,eps_1em08__rho_10,"{""eps"": 1e-08, ""rho"": 10.0}",0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.1500000000,0.1500000000,0.2000000000,0.2500000000,0.2500000000,0.7915919375,0.8021968595,0.8012780155,0.7761611315,0.7748971285,0.7748971285,1.0000000000,0.1500000000,0.2500000000,0.0000000000,0.0000000000,True
helpfulness_focused,direct_preference,baseline,default,{},0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.5000000000,0.1500000000,0.1500000000,0.1000000000,0.1000000000,0.8941511025,0.8587728130,0.8385779190,0.7240410100,0.7190344095,0.7190344095,1.0000000000,0.1000000000,0.5000000000,0.0000000000,0.0000000000,True
