attribute,global_step,train_loss
correctness,630,0.8087675
correctness,640,0.87295258
correctness,650,0.79404383
correctness,660,0.7855773
correctness,670,0.82000983
correctness,680,0.73534065
correctness,690,0.77606747
correctness,700,0.8681199
correctness,710,0.7651382
correctness,720,0.82249892
correctness,730,0.75814668
correctness,740,0.77717263
correctness,750,0.78794189
correctness,753,0.78704388
coherence,10,0.92555515
coherence,20,0.86307019
coherence,30,0.88846434
coherence,40,0.87847906
coherence,50,0.89123346
coherence,60,0.79559195
coherence,70,0.80965477
coherence,80,0.96768999
coherence,90,0.82297251
coherence,100,0.8232125
coherence,110,0.82807952
coherence,120,0.86741126
coherence,130,0.80174322
coherence,140,0.70497841
coherence,150,0.80669544
coherence,160,0.8633582
coherence,170,0.7767323
coherence,180,0.843629
coherence,190,0.85626811
coherence,200,0.80775398
coherence,210,0.77982005
coherence,220,1.00359654
coherence,230,0.81160536
coherence,240,0.7043134
coherence,250,0.81013967
coherence,251,0.83853687
coherence,260,0.68740851
coherence,270,0.76981415
coherence,280,0.87697697
coherence,290,0.77473617
coherence,300,0.89775777
coherence,310,0.76420177
coherence,320,0.70922863
coherence,330,0.76674593
coherence,340,0.75749063
coherence,350,0.78331476
coherence,360,0.87588328
coherence,370,0.75227216
coherence,380,0.85474962
coherence,390,0.85385714
coherence,400,0.79684198
coherence,410,0.78635714
coherence,420,0.64936483
coherence,430,0.79091054
coherence,440,0.68499643
coherence,450,0.75944017
coherence,460,0.83771992
coherence,470,0.84067352
coherence,480,0.85374975
coherence,490,0.84606114
coherence,500,0.85083818
coherence,502,0.78396763
coherence,510,0.75502162
coherence,520,0.84276086
coherence,530,0.79551829
coherence,540,0.72770834
coherence,550,0.75466898
coherence,560,0.70253134
coherence,570,0.7852165
coherence,580,0.73161787
coherence,590,0.76020074
coherence,600,0.76052487
coherence,610,0.74112566
coherence,620,0.78860241
coherence,630,0.7867027
coherence,640,0.77226317
coherence,650,0.72833931
coherence,660,0.76575089
coherence,670,0.73624336
coherence,680,0.65640384
coherence,690,0.75605723
coherence,700,0.69881916
coherence,710,0.70239357
coherence,720,0.84682316
coherence,730,0.75543203
coherence,740,0.83392984
coherence,750,0.75522878
coherence,753,0.74857065
complexity,10,0.93914589
complexity,20,0.90280306
complexity,30,0.83567979
complexity,40,0.75162882
complexity,50,0.83565551
complexity,60,0.65471119
complexity,70,0.87820007
complexity,80,0.85990071
complexity,90,0.88922186
complexity,100,0.91306412
complexity,110,0.82765766
complexity,120,0.88762748
complexity,130,0.83596946
complexity,140,0.88526011
complexity,150,0.79989213
complexity,160,0.77955472
complexity,170,0.80713775
complexity,180,0.74560082
complexity,190,0.82089074
complexity,200,0.82357454
complexity,210,0.82797247
complexity,220,0.71813846
complexity,230,0.83565775
complexity,240,0.71438366
complexity,250,0.78592547
complexity,251,0.83821302
complexity,260,0.75964725
complexity,270,0.78339991
complexity,280,0.89575493
complexity,290,0.81836273
complexity,300,0.76493108
complexity,310,0.85968437
complexity,320,0.67157525
complexity,330,0.7780488
complexity,340,0.73014927
complexity,350,0.80103047
complexity,360,0.88335383
complexity,370,0.7705983
complexity,380,0.81430858
complexity,390,0.78504912
complexity,400,0.57086062
complexity,410,0.77545589
complexity,420,0.70327103
complexity,430,0.78171343
complexity,440,0.67638415
complexity,450,0.74715345
complexity,460,0.81743973
complexity,470,0.75953338
complexity,480,0.88909483
complexity,490,0.80367976
complexity,500,0.96295589
complexity,502,0.79241541
complexity,510,0.82222418
complexity,520,0.8325038
complexity,530,0.74420044
complexity,540,0.68646652
complexity,550,0.73021555
complexity,560,0.94702369
complexity,570,0.74018369
complexity,580,0.93012983
complexity,590,0.72220958
complexity,600,0.60610777
complexity,610,0.74754893
complexity,620,0.79053819
complexity,630,0.82910864
complexity,640,0.85889983
complexity,650,0.74137725
complexity,660,0.74381435
complexity,670,0.74453427
complexity,680,0.72927362
complexity,690,0.73893974
complexity,700,0.64332104
complexity,710,0.72315427
complexity,720,0.90930718
complexity,730,0.73514661
complexity,740,0.78578687
complexity,750,0.75251969
complexity,753,0.75964333
verbosity,10,0.83844275
verbosity,20,0.87119186
verbosity,30,0.82365075
verbosity,40,0.70811468
verbosity,50,0.8222208
verbosity,60,0.64315277
verbosity,70,0.81826587
verbosity,80,0.77337134
verbosity,90,0.78934804
verbosity,100,0.831779
verbosity,110,0.75942292
verbosity,120,0.7802363
verbosity,130,0.75015359
verbosity,140,0.72488624
verbosity,150,0.83107283
verbosity,160,0.68370485
verbosity,170,0.8136516
verbosity,180,0.83996564
verbosity,190,0.76340154
verbosity,200,0.74457169
verbosity,210,0.78192548
verbosity,220,0.90937459
verbosity,230,0.77592322
verbosity,240,0.8234297
verbosity,250,0.73448062
verbosity,251,0.79396249
verbosity,260,0.71512914
verbosity,270,0.74978992
verbosity,280,0.80582494
verbosity,290,0.77105608
verbosity,300,0.81296468
verbosity,310,0.71981874
verbosity,320,0.84785461
verbosity,330,0.7159882
verbosity,340,0.69954967
verbosity,350,0.74672984
verbosity,360,0.68759656
verbosity,370,0.72776095
verbosity,380,0.71949774
verbosity,390,0.7121502
verbosity,400,0.73780084
verbosity,410,0.80630105
verbosity,420,0.58856195
verbosity,430,0.77799929
verbosity,440,0.88433671
verbosity,450,0.72167768
verbosity,460,0.96233684
verbosity,470,0.74659942
verbosity,480,0.81138033
verbosity,490,0.73214173
verbosity,500,0.81784779
verbosity,502,0.74947669
verbosity,510,0.72286082
verbosity,520,0.64389735
verbosity,530,0.65661258
verbosity,540,0.55604208
verbosity,550,0.74556559
verbosity,560,0.95560849
verbosity,570,0.72094612
verbosity,580,0.78743064
verbosity,590,0.7251716
verbosity,600,0.69402361
verbosity,610,0.78091087
verbosity,620,0.62954444
verbosity,630,0.70785026
verbosity,640,0.74404764
verbosity,650,0.70866286
verbosity,660,0.72819
verbosity,670,0.678834
verbosity,680,0.68211013
verbosity,690,0.77371446
verbosity,700,0.71361738
verbosity,710,0.7442094
verbosity,720,0.83787721
verbosity,730,0.71498538
verbosity,740,0.72758853
verbosity,750,0.77742621
verbosity,753,0.72204557
